Establishment_id,Name,Category,City,State,Zip,Address_line_1,Address_line_2,Owner,Type,Latitude,Longitude
484,EXCEL ACADEMY PUBLIC CHARTER SCHOOL,Public School,LANDOVER,MD,20785.0,7910 SCOTT RD,------,MARK FOSSETT,Food Establishments,38.921773,-76.868683
485,FAB GRILL & SEAFOOD,Fast Food,LANDOVER,MD,20785.0,6425 LANDOVER RD,------,Jung Joo,Food Establishments,38.932184,-76.902765
486,FAIRFIELD INN BY MARRIOTT,Hotel,LAUREL,MD,20707.0,13700 BALTIMORE AVE,------,NAVEEN P KAKARLA,Food Establishments,39.078115,-76.866316
487,FAIRMONT HEIGHTS HIGH SCHOOL,Public School,CAPITOL HEIGHTS,MD,20743.0,1401 NYE ST,------,WESLEY WATTS,Food Establishments,38.909575,-76.920137
488,FAMOUS DAVES,Full Service,LAUREL,MD,20707.0,14140 BALTIMORE AVE,------,ELLIOTT BAUM,Food Establishments,39.083815,-76.862684
489,LA FUENTE BAR AND GRILL,Fast Food,LANDOVER,MD,20785.0,5701 COLUMBIA PARK RD,------,ANA ROSA,Food Establishments,38.916534,-76.909273
490,FANNON HALL - SAINT AMBROSE CHURCH,Church/Temple/Mosque,LANDOVER,MD,20785.0,6310 JASON ST,------,REV KEVIN KENNEDY,Food Establishments,38.928433,-76.907539
491,FAR EAST CARRYOUT,Carry-out,CAPITOL HEIGHTS,MD,20743.0,5920 MARTIN LUTHER KING JR HWY,------,HONG GEE YAM,Food Establishments,38.89726,-76.905772
493,FEDEX FIELD - 5TH FLOOR SUITES,Stadium/Amusement Park,LANDOVER,MD,20785.0,1600 FEDEX WAY,------,ANDY LANSING,Food Establishments,38.9063,-76.865027
494,FEDEX FIELD - MAIN KITCHEN,Stadium/Amusement Park,LANDOVER,MD,20785.0,1600 FEDEX WAY,------,ANDY LANSING,Food Establishments,38.9063,-76.865027
495,FEDEX FIELD - OWNERS CLUB,Stadium/Amusement Park,LANDOVER,MD,20785.0,1600 FEDEX WAY,------,ANDY LANSING,Food Establishments,38.9063,-76.865027
496,FEED BAG,Restaurant,SUITLAND,MD,20746.0,3718 OLD SILVER HILL RD,------,UN SUK Mun,Food Establishments,38.842474,-76.947598
497,FIORELLA PIZZERIA CAFE,Restaurant,OXON HILL,MD,20745.0,152 NATIONAL PLZ,------,STEVE WEISSMAN,Food Establishments,38.784382,-77.01716
498,FIRST BAPTIST CHURCH,Church/Temple/Mosque,UPPER MARLBORO,MD,20772.0,7415 CRAIN HWY,------,TANYA JOY,Food Establishments,38.787207,-76.789686
499,FIRST BAPTIST CHURCH OF HIGHLAND PARK/SENIOR MEMBER CENTER,Church/Temple/Mosque,LANDOVER,MD,20785.0,6801 SHERIFF RD,------,RANDOLPH WILLIMAS,Food Establishments,38.910806,-76.888873
500,FIRST BAPTIST CHURCH OF FAIRMOUNT HEIGHTS,Church/Temple/Mosque,CAPITOL HEIGHTS,MD,20743.0,806 58TH AVE,------,ANNE RAMEY,Food Establishments,38.900967,-76.916795
501,FIRST BAPTIST CHURCH OF GLENARDEN,Church/Temple/Mosque,LANDOVER,MD,20785.0,3600 BRIGHTSEAT RD,------,KWESI STEPHEN,Food Establishments,38.934361,-76.85885
502,HIGHLAND PARK CHRISTIAN ACADEMY,Private School,LANDOVER,MD,20785.0,6801 SHERIFF RD,------,RANDOLPH WILLIAMS,Food Establishments,38.910806,-76.888873
503,FIRST BAPTIST CHURCH OF LAUREL,Church/Temple/Mosque,LAUREL,MD,20707.0,15000 FIRST BAPTIST LN,------,SHARON CARKHUFF,Food Establishments,39.098374,-76.878175
505,FIRST MID ATLANTIC SEAFOOD,Carry-out,DISTRICT HTS,MD,20747.0,5812 SILVER HILL RD,------,MYEONGDEUK KIM,Food Establishments,38.85575,-76.905772
507,FIRST UNITED METHODIST CHURCH/MEALS ON WHEELS,Church/Temple/Mosque,HYATTSVILLE,MD,20782.0,6201 BELCREST RD,------,DAPHNE NICOL,Food Establishments,38.96436,-76.952791
508,JOY'S KITCHEN,Carry-out,CAPITOL HEIGHTS,MD,20743.0,9244 EAST HAMPTON DR,203,HAG CHOI,Food Establishments,38.882844,-76.846331
509,FISH MARKET RESTAURANT AND RAW BAR,Full Service,CLINTON,MD,20735.0,7611 OLD BRANCH AVE,------,JOSEPH GIOVANNONI,Food Establishments,38.784739,-76.897997
510,FLAMING GRILL,Restaurant,OXON HILL,MD,20745.0,6051 OXON HILL RD,------,Zhi He,Food Establishments,38.80445,-76.979737
512,FLINTSTONE ELEMENTARY SCHOOL,Public School,OXON HILL,MD,20745.0,800 COMANCHE DR,------,MARK FOSSETT,Food Establishments,38.806747,-76.993653
513,FLORA'S RESTAURANT & CARRYOUT,Restaurant,GLENARDEN,MD,20706.0,10621 GREENBELT RD,209,NKEM NSONGOE,Food Establishments,38.989691,-76.822218
514,FOOD FACTORY,Full Service,COLLEGE PARK,MD,20740.0,8145 BALTIMORE AVE,G & H,Mohammad Javaid,Food Establishments,38.99136,-76.933698
515,FOOD FOR LIFE CUISINE,Carry-out,SUITLAND,MD,20746.0,4929 SUITLAND RD,------,MORRIS LEE,Food Establishments,38.847473,-76.922373
516,FOOD LION 1414,Grocery Store - Large,UPPER MARLBORO,MD,20772.0,9500 CRAIN HWY,------,LAURA TUBBS,Food Establishments,38.759655,-76.808273
517,FOOD LION 1662,Grocery Store - Large,LAUREL,MD,20707.0,410 SANDY SPRING RD,------,LAURA TUBBS,Food Establishments,39.106524,-76.862862
518,WEIS MARKETS INC 276,Grocery Store - Large,ACCOKEEK,MD,20607.0,15789 LIVINGSTON RD,------,JONATHAN WEIS,Food Establishments,38.669906,-77.009568
519,WEIS MARKETS 290,Grocery Store,MITCHELLVILLE,MD,20721.0,12100 CENTRAL AVE,------,JONATHAN WEIS,Food Establishments,38.899384,-76.796281
520,WEIS MARKETS INC 280,Convenience Store,UPPER MARLBORO,MD,20772.0,5715 CRAIN HWY,------,JONATHAN WEIS,Food Establishments,38.810666,-76.739904
521,FOOLEE'S CARRYOUT RESTAURANT,Carry-out,UPPER MARLBORO,MD,20772.0,9524 CRAIN HWY,------,TOM CHIU,Food Establishments,38.759632,-76.808286
522,F.O.P LODGE 89,Private Club,UPPER MARLBORO,MD,20772.0,2905 OLD LARGO RD,------,JOHN TELETCHEA,Food Establishments,38.848965,-76.769869
524,FOREST HEIGHTS ELEMENTARY SCHOOL,Public School,OXON HILL,MD,20745.0,200 TALBERT DR,------,MARK FOSSETT,Food Establishments,38.815843,-77.002095
525,FOREST MEMORIAL UNITED METHODIST CHURCH,Church/Temple/Mosque,DISTRICT HTS,MD,20747.0,3111 FORESTVILLE RD,------,JAMAINE TAYLOR,Food Establishments,38.847286,-76.872416
526,FOREST SQUARE DELI,Fast Food - Local,DISTRICT HTS,MD,20747.0,7803 PARSTON DR,------,CHOL CHOE,Food Establishments,38.847341,-76.87233
527,FORESTVILLE HEALTHCARE CENTER,Health Care Facility,DISTRICT HTS,MD,20747.0,7420 MARLBORO PIKE,------,SYTINA SMITH,Food Establishments,38.847759,-76.878096
528,DISTRICT HEIGHTS ES AT FORESTVILLE MILITARY ACADEMY,Public School,DISTRICT HEIGHTS,MD,20747.0,7001 BELTZ DR,------,MARK FOSSETT,Food Establishments,38.837336,-76.884314
529,FORT FOOTE ELEMENTARY SCHOOL,Public School,FORT WASHINGTON,MD,20744.0,8300 OXON HILL RD,------,MARK FOSSETT,Food Establishments,38.775951,-77.00602
530,FORT WASHINGTON FOREST ELEMENTARY SCHOOL,Public School,FORT WASHINGTON,MD,20744.0,1300 FILLMORE RD,------,MARK FOSSETT,Food Establishments,38.708436,-76.985892
531,FORT WASHINGTON HEALTH CENTER,Health Care Facility,FORT WASHINGTON,MD,20744.0,12021 LIVINGSTON RD,------,CHARLES STOLTZ,Food Establishments,38.722324,-76.986781
532,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,Health Care Facility,FORT WASHINGTON,MD,20744.0,11711 LIVINGSTON RD,------,TERRY FORDE,Food Establishments,38.728813,-76.991588
533,SARDI'S CATERING,Catering Only,COLLEGE PARK,MD,20740.0,9204 BALTIMORE AVE,------,PHIL SARDELIS,Food Establishments,39.006087,-76.929967
534,FRANCES FUCHS CAFETERIA,Public School,BELTSVILLE,MD,20705.0,11011 CHERRY HILL RD,------,MARK FOSSETT,Food Establishments,39.034583,-76.944235
535,FRANCIS RESTAURNAT AND CARRYOUT LLC,Restaurant,MOUNT RAINIER,MD,20712.0,3856 34TH ST,------,MARIA RODRIGUEZ,Food Establishments,38.938028,-76.960759
536,FRANCIS SCOTT KEY ELEMENTARY SCHOOL,Public School,DISTRICT HTS,MD,20747.0,2301 SCOTT KEY DR,------,MARK FOSSETT,Food Establishments,38.860922,-76.902569
537,FRANCIS T EVANS ELEMENTARY SCHOOL,Public School,clinton,MD,20735.0,6720 old alexandria ferry RD,------,MARK FOSSETT,Food Establishments,38.783697,-76.891283
538,FRANKLINS,Restaurant,HYATTSVILLE,MD,20781.0,5121 BALTIMORE AVE,------,MICHAEL FRANKLIN,Food Establishments,38.952795,-76.939947
539,FRATELLI RESTAURANT,Full Service,CHEVERLY,MD,20784.0,5820 LANDOVER RD,------,JOSE CABALLERO,Food Establishments,38.935731,-76.91817
540,FREDERICK DOUGLASS HIGH SCHOOL,Public School,UPPER MARLBORO,MD,20772.0,8000 CROOM RD,------,MARK FOSSETT,Food Establishments,38.78098,-76.782871
542,FRESH DELI,Deli,LANDOVER,MD,20785.0,4301 GARDEN CITY DR,108,KEVIN WATTS,Food Establishments,38.948596,-76.868574
543,FRIENDLY HIGH SCHOOL,Public School,FORT WASHINGTON,MD,20744.0,10000 ALLENTOWN RD,------,MARK FOSSETT,Food Establishments,38.752023,-76.970235
544,FRIENDLY MARKET GMD Friendly INC,Convenience Store,FORT WASHINGTON,MD,20744.0,11500 OLD FORT RD,------,SHOUKAT CHOUDHRY,Food Establishments,38.732888,-76.975949
545,FROM THE HEART CHURCH MINISTRIES & CHRISTIAN SCHOOL,Private School,SUITLAND,MD,20746.0,4949 ALLENTOWN RD,------,JOHN A CHERRY II,Food Establishments,38.816898,-76.892665
546,FUJI MOUNTAIN STEAK HOUSE,Restaurant,TEMPLE HILLS,MD,20748.0,4237 BRANCH AVE,------,YI QING ZHANG,Food Establishments,38.832986,-76.941349
547,FUTURE CARE PINEVIEW,Health Care Facility,CLINTON,MD,20735.0,9106 PINE VIEW LN,------,JOYCE HAYDEN,Food Establishments,38.763889,-76.888213
548,FEELIN' CRABBY,Carry-out,CAPITOL HEIGHTS,MD,20743.0,569 RITCHIE RD,------,WARREN TSAMOURAS,Food Establishments,38.881256,-76.859291
549,G JAMES GHOLSON MIDDLE SCHOOL,Public School,LANDOVER,MD,20785.0,900 NALLEY RD,------,MARK FOSSETT,Food Establishments,38.903501,-76.873761
551,GAH RHAM RESTAURANT,Full Service,BELTSVILLE,MD,20705.0,5027 GARRETT AVE,------,ZHEN HUA LIANG,Food Establishments,39.041272,-76.905268
552,GALAXY SPORTS BAR & GRILL,Night Club,HYATTSVILLE,MD,20783.0,2031 UNIVERSITY BLVD,B,SOL BYONG KUK,Food Establishments,38.98347,-76.977305
553,Gallos Italian Grocery,Carry-out,DISTRICT HTS,MD,20747.0,6342 MARLBORO PIKE,------,MARTHA FULLER,Food Establishments,38.853764,-76.897769
554,GAME ROOM & GRILLE,Bar/Tavern/Lounge,FORT WASHINGTON,MD,20744.0,731 CADY DR,------,WILLIAM MAJORS,Food Establishments,38.759786,-76.996759
555,GARBANZO MEDITERRANEAN GRILL,,COLLEGE PARK,MD,20740.0,7316 BALTIMORE AVE,------,ALAN MOR,Food Establishments,38.980049,-76.937981
556,GAYLORD NATIONAL - BELVEDERE,Restaurant,NATIONAL HARBOR,MD,20745.0,201 WATERFRONT ST,------,RICHARD MORSE,Food Establishments,38.782417,-77.016084
557,GAYLORD NATIONAL - GALAXY DINER,Restaurant,NATIONAL HARBOR,MD,20745.0,201 WATERFRONT ST,------,RICHARD MORSE,Food Establishments,38.782417,-77.016084
558,GAYLORD NATIONAL - IN-ROOM DINING,Restaurant,NATIONAL HARBOR,MD,20745.0,201 WATERFRONT ST,------,RICHARD MORSE,Food Establishments,38.782417,-77.016084
559,GAYLORD NATIONAL - COCOA BEAN,Coffee Shop,NATIONAL HARBOR,MD,20745.0,201 WATERFRONT ST,------,RICHARD MORSE,Food Establishments,38.782417,-77.016084
560,GAYLORD NATIONAL - NATIONAL PASTIME SPORTS BAR & GRILL,Restaurant,NATIONAL HARBOR,MD,20745.0,201 WATERFRONT ST,------,RICHARD MORSE,Food Establishments,38.782417,-77.016084
561,GAYLORD NATIONAL - OLD HICKORY STEAKHOUSE,Restaurant,OXON HILL,MD,20745.0,201 WATERFRONT ST,------,RICHARD MORSE,Food Establishments,38.782417,-77.016084
562,GAYLORD NATIONAL - PIENZA,Restaurant,NATIONAL HARBOR,MD,20745.0,201 WATERFRONT ST,------,RICHARD MORSE,Food Establishments,38.782417,-77.016084
563,GAYLORD NATIONAL - POOL BAR,Snack Bar/Concession Stand,OXON HILL,MD,20745.0,201 WATERFRONT ST,------,SHARON LOCKWOOD,Food Establishments,38.782417,-77.016084
564,GAYLORD NATIONAL - POSE ULTRA LOUNGE,Night Club,OXON HILL,MD,20745.0,201 WATERFRONT ST,------,RICHARD MORSE,Food Establishments,38.782417,-77.016084
565,GAYLORD NATIONAL RESORT & CONVENTION CENTER-BANQUETS,Full Service/Catering,NATIONAL HARBOR,MD,20745.0,201 WATERFRONT ST,------,BILL FINK,Food Establishments,38.782417,-77.016084
566,GAYWOOD ELEMENTARY SCHOOL,Public School,LANHAM-SEABROOK,MD,20706.0,6701 97TH AVE,------,MARK FOSSETT,Food Establishments,38.978644,-76.841626
567,GENEROUS JOES,Fast Food - Local,GREENBELT,MD,20770.0,107 CENTERWAY,------,BARBARA NATOLI,Food Establishments,39.001319,-76.875659
568,GEORGES CARRYOUT RESTAURANT,Carry-out,LANDOVER,MD,20785.0,7313 LANDOVER RD,------,JIN SHI,Food Establishments,38.92678,-76.889288
569,GEPPETTO CATERING,Catering Only,RIVERDALE,MD,20737.0,4505 QUEENSBURY RD,------,JOSHUA CARIN,Food Establishments,38.963028,-76.938235
570,GIANT FOOD 310,Grocery Store,BOWIE,MD,20715.0,15520 ANNAPOLIS RD,------,SHERI-SU BRESKI,Food Establishments,38.979432,-76.734892
571,GIANT FOOD STORE 347,Grocery Store,UPPER MARLBORO,MD,20774.0,10480 CAMPUS WAY SOUTH,------,SHERI-SU BRESKI,Food Establishments,38.894033,-76.823116
572,GIANT FOOD STORE 147,Grocery Store,FORT WASHINGTON,MD,20744.0,9580 LIVINGSTON RD,------,SHERI-SU BRESKI,Food Establishments,38.7586,-76.995888
573,GIANT FOOD STORE 334,Grocery Store - Large,HYATTSVILLE,MD,20782.0,3521 EAST WEST HWY,------,SHERI-SU BRESKI,Food Establishments,38.966772,-76.958541
574,GIANT FOOD STORE 123,Grocery Store,TEMPLE HILLS,MD,20748.0,7074 ALLENTOWN RD,------,SHERI-SU BRESKI,Food Establishments,38.793545,-76.92675
575,GIANT FOOD STORE 342,Grocery Store,TEMPLE HILLS,MD,20748.0,4119 BRANCH AVE,------,SHERI-SU BRESKI,Food Establishments,38.833692,-76.942156
576,GIANT FOOD STORE 107,Grocery Store,BELTSVILLE,MD,20705.0,11701 BELTSVILLE DR,------,SHERI-SU BRESKI,Food Establishments,39.049013,-76.938201
577,GIANT FOOD STORE 340,Grocery Store - Large,LAUREL,MD,20707.0,1009 FAIRLAWN AVE,------,SHERI-SU BRESKI,Food Establishments,39.096533,-76.855715
578,GIANT FOOD STORE 316,Grocery Store - Large,GREENBELT,MD,20770.0,6000 GREENBELT RD,------,SHERI-SU BRESKI,Food Establishments,38.997945,-76.911451
579,GIANT FOOD STORE 330,Grocery Store,MITCHELLVILLE,MD,20716.0,3500 CRAIN HWY,------,SHERI-SU BRESKI,Food Establishments,38.93784,-76.718039
580,GIANT FOOD STORE 341,Grocery Store - Large,OXON HILL,MD,20745.0,20 AUDREY LN,------,SHERI-SU BRESKI,Food Establishments,38.816745,-77.002464
581,GIANT FOOD STORE 315,Grocery Store - Large,NEW CARROLLTON,MD,20784.0,7546 ANNAPOLIS RD,------,SHERI-SU BRESKI,Food Establishments,38.950657,-76.886213
582,GIANT FOOD STORE 140,Grocery Store,WEST HYATTSVILLE,MD,20782.0,5815 EASTERN AVE,------,SHERI-SU BRESKI,Food Establishments,38.959774,-76.994869
583,GIANT FOOD STORE 338,Grocery Store,ACCOKEEK,MD,20607.0,7025 BERRY RD,------,SHERI-SU BRESKI,Food Establishments,38.661277,-77.015108
584,GIANT FOOD STORE 326,Grocery Store,LANHAM-SEABROOK,MD,20706.0,10501 GREENBELT RD,------,SHERI-SU BRESKI,Food Establishments,38.98978,-76.822734
585,GLADYS NOON SPELLMAN ELEMENTARY SCHOOL,Public School,LANDOVER,MD,20785.0,3324 64TH AVE,------,MARK FOSSETT,Food Establishments,38.930654,-76.90655
586,GLASSMANOR ELEMENTARY SCHOOL,Public School,OXON HILL,MD,20745.0,1011 MARCY AVE,------,MARK FOSSETT,Food Establishments,38.817739,-76.990244
587,GLENARDEN WOODS ELEMENTARY SCHOOL,Public School,GLENARDEN,MD,20706.0,7801 GLENARDEN PKWY,------,MARK FOSSETT,Food Establishments,38.937239,-76.868032
588,GLENN DALE ELEMENTARY SCHOOL,Public School,Glenn Dale,MD,20769.0,6700 Glenn Dale RD,------,MARK FOSSETT,Food Establishments,38.981255,-76.81518
589,GLENN DALE GOLF CLUB,Full Service,Glenn Dale,MD,20769.0,11501 Old Prospect Hill RD,------,PAMELA S JASPER,Food Establishments,38.985617,-76.80525
590,GLENRIDGE ELEMENTARY SCHOOL,Public School,NEW CARROLLTON,MD,20784.0,7200 GALLATIN ST,------,MARK FOSSETT,Food Establishments,38.951425,-76.890043
593,GOLDEN AGE DAY SERVICES,Health Care Facility,BOWIE,MD,20715.0,3112 BELAIR DR,------,RANDYE WILLIAMS,Food Establishments,38.97469,-76.742228
594,GOLDEN BOWL,Restaurant,SPRINGDALE,MD,20774.0,832 LARGO CENTER DR,------,WAI PENG WONG,Food Establishments,38.900298,-76.83709
595,GOLDEN BULL RESTAURANT,,HYATTSVILLE,MD,20783.0,9107 RIGGS RD,------,SMIRJEET MELHI,Food Establishments,39.004707,-76.970579
596,YUMMY YUMMY,Carry-out,BLADENSBURG,MD,20710.0,5461 ANNAPOLIS RD,------,JING ZHENG,Food Establishments,38.938917,-76.922621
597,GOLDEN CHINA,Carry-out,TEMPLE HILLS,MD,20748.0,4620 ST BARNABAS RD,------,ZHAO W CHEN,Food Establishments,38.825505,-76.946334
598,GOLDEN CHINA CARRYOUT,Carry-out,WEST HYATTSVILLE,MD,20782.0,5908 40TH AVE,------,BI XIA CHEN,Food Establishments,38.959884,-76.949653
599,GOLDEN CORRAL,Full Service,LARGO,MD,20774.0,1001 SHOPPERS WAY,------,Houston ODOM JR,Food Establishments,38.903912,-76.847548
600,GOLDEN GARDEN CARRY OUT,Carry-out,BLADENSBURG,MD,20710.0,5440 ANNAPOLIS RD,------,MING QIN CHEN,Food Establishments,38.938876,-76.923818
601,GOLDEN HOUSE CARRYOUT,Carry-out,WEST HYATTSVILLE,MD,20782.0,6211 BELCREST RD,------,QIAO FANG LU,Food Establishments,38.965807,-76.953887
602,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bakery,WEST HYATTSVILLE,MD,20782.0,3500 EAST WEST HWY,1285,SHERYL GORDON,Food Establishments,38.966903,-76.958574
603,GOLDEN PAVILION ASIAN BISTRO,Full Service,BOWIE,MD,20715.0,6938 LAUREL BOWIE RD,------,Zhi Zhang,Food Establishments,38.985841,-76.757494
604,GOLDEN SKILLET,Fast Food - Local,DISTRICT HTS,MD,20747.0,7301 MARLBORO PIKE,------,JAE HO LIM,Food Establishments,38.848957,-76.880718
605,SUMO HIBACHI AND WINGS,Fast Food - Chain,DISTRICT HTS,MD,20747.0,6002 MARLBORO PIKE,------,MOHIUDDIN MANSUR,Food Establishments,38.856395,-76.902987
606,GOOD DANNY'S RESTAURANT,Carry-out,TEMPLE HILLS,MD,20748.0,4408 ST BARNABAS RD,------,XUE SHUN CHEN,Food Establishments,38.82862,-76.942898
607,GOOD EAST CARRYOUT,Carry-out,SUITLAND,MD,20746.0,4915 SUITLAND RD,------,LIN MIN DONG,Food Establishments,38.847473,-76.922373
608,GOOD LUCK CARRYOUT,Carry-out,OXON HILL,MD,20745.0,6236 OXON HILL RD,------,FENG LIN,Food Establishments,38.803709,-76.986603
609,GOOD MORNING DELI,Full Service,WEST HYATTSVILLE,MD,20782.0,6505 BELCREST RD,104,YONG CHOE,Food Establishments,38.967907,-76.953976
610,GOODIES SUB SHOP,Carry-out,LANHAM,MD,20706.0,5920 PRINCESS GARDEN PKWY,------,Xia Jiang,Food Establishments,38.962594,-76.863781
611,GOURMET EXPRESS CATERING,Catering Only,LAUREL,MD,20707.0,952 4TH ST,------,Philip Wilner,Food Establishments,39.098126,-76.855448
612,GRACE BRETHREN CHRISTIAN SCHOOL,Private School,CLINTON,MD,20735.0,6501 SURRATTS RD,------,GEORGE HORNICKEL,Food Establishments,38.755698,-76.892674
615,GRACE'S MANDARIN,Restaurant,NATIONAL HARBOR,MD,20745.0,188 WATERFRONT ST,------,LI NI TANG,Food Establishments,38.783045,-77.017281
616,GRACE'S STEAK AND SEAFOOD,Full Service,BOWIE,MD,20720.0,10531 MARTIN LUTHER KING JR HWY,------,LI NI TANG,Food Establishments,38.955853,-76.825326
617,GRAND CHINA,Carry-out,MOUNT RAINIER,MD,20712.0,2300 ARUNDEL RD,------,KAIHUA CHEN,Food Establishments,38.945027,-76.97145
618,GRAND MART,Grocery Store- Medium,NEW CARROLLTON,MD,20784.0,4600 COOPER LN,------,Woon Cho,Food Establishments,38.942481,-76.904384
619,GRANDE BUFFET & GRILL,Restaurant,LAUREL,MD,20707.0,9636 FORT MEADE RD,------,ZHUANGFEI NI,Food Establishments,39.095335,-76.840044
620,GREATER MT NEBO AME CHURCH,Church/Temple/Mosque,BOWIE,MD,20716.0,1001 OLD MITCHELLVILLE RD,------,TABITHA WASHINGTON,Food Establishments,38.903074,-76.716606
621,GREATER REVELATION BAPTIST CHURCH,Church/Temple/Mosque,FORT WASHINGTON,MD,20744.0,7617 ALLENTOWN RD,------,LENA ROBINSON,Food Establishments,38.785034,-76.940321
622,GREENBELT COMMUNITY CENTER,Multiple Facilities,GREENBELT,MD,20770.0,15 CRESCENT RD,------,DI QUYNN-RENO,Food Establishments,39.000333,-76.879293
623,GREENBELT CONSUMER COOPERATIVE,Grocery Store,GREENBELT,MD,20770.0,121 CENTERWAY,------,BARBARA FORD,Food Establishments,39.001345,-76.875607
624,GREENBELT ELEMENTARY SCHOOL,Public School,GREENBELT,MD,20770.0,66 RIDGE RD,------,MARK FOSSETT,Food Establishments,39.011295,-76.877233
625,CROWNE PLAZA GREENBELT,Hotel,GREENBELT,MD,20770.0,6400 IVY LN,------,STEVE CESINGER,Food Establishments,39.008367,-76.89705
626,GREENBELT MIDDLE SCHOOL,Public School,GREENBELT,MD,20770.0,6301 BREEZEWOOD DR,------,MARK FOSSETT,Food Establishments,38.999107,-76.900737
628,GRINGADA MEXICAN RESTAURANT,Full Service,BELTSVILLE,MD,20705.0,12300 BALTIMORE AVE,------,CHARLES SHIH,Food Establishments,39.058685,-76.888913
629,REDZONE BLITZ,,UPPER MARLBORO,MD,20772.0,9544 CRAIN HWY,------,DIANA WILSON,Food Establishments,38.759645,-76.808279
630,GWYNN PARK HIGH SCHOOL,Public School,BRANDYWINE,MD,20613.0,13800 BRANDYWINE RD,------,MARK FOSSETT,Food Establishments,38.700513,-76.870917
631,GWYNN PARK MIDDLE SCHOOL,Public School,BRANDYWINE,MD,20613.0,8000 DYSON RD,------,MARK FOSSETT,Food Establishments,38.706204,-76.867586
632,LITTLE DELI AND CAFE,Carry-out,BELTSVILLE,MD,20705.0,10620 BALTIMORE AVE,------,JOSE CANISALEZ LOPEZ,Food Establishments,39.029179,-76.915598
633,NEW GRAND MART,Grocery Store,HYATTSVILLE,MD,20783.0,1535 UNIVERSITY BLVD,------,LYDIA LEE,Food Establishments,38.984964,-76.98136
634,H WINSHIP WHEATLEY CAFETERIA,Public School,CAPITOL HEIGHTS,MD,20743.0,8801 RITCHIE DR,------,MARK FOSSETT,Food Establishments,38.874484,-76.853672
635,SUNU HALAL,Meat/Poultry Market,HYATTSVILLE,MD,20783.0,2063 UNIVERSITY BLVD,------,MBAYE SARR,Food Establishments,38.983478,-76.977215
636,HALF NOTE LOUNGE,Restaurant,BOWIE,MD,20720.0,4881 GLENN DALE RD,------,Derric Thomas,Food Establishments,38.955193,-76.812933
637,HANABI JAPANESE STEAK AND SEAFOOD,Restaurant,Forestville,MD,20747.0,3392 Donnell DR,------,HYUN TAE KIM,Food Establishments,38.845176,-76.88463
638,HANAMI JAPANESE RESTAURANT,Restaurant,COLLEGE PARK,MD,20740.0,8145 BALTIMORE AVE,M,IRENE SONG,Food Establishments,38.99136,-76.933698
639,HANGAR CLUB,Night Club,TEMPLE HILLS,MD,20748.0,6410 OLD BRANCH AVE,------,KISHOR RAJPARA,Food Establishments,38.801266,-76.904609
640,BONCHON HYATTSVILLE,Restaurant,HYATTSVILLE,MD,20782.0,6507 AMERICA BLVD,107,ZHOU HUANG,Food Establishments,38.96896,-76.952096
642,BETH'S PIZZA RESTAURANT,,CLINTON,MD,20735.0,8319 OLD BRANCH AVE,------,BERHANU WORKINEH,Food Establishments,38.774157,-76.900084
643,HARD TIMES CAFE,Restaurant,COLLEGE PARK,MD,20740.0,4738 CHERRY HILL RD,------,William Swint,Food Establishments,39.015156,-76.929066
644,BROTHER JIMMY'S NATIONAL HARBOR,Restaurant,OXON HILL,MD,20745.0,177 FLEET ST,------,FRANK FALESTO,Food Establishments,38.783175,-77.015499
646,HEALTH SPOT CAFE,,FORT WASHINGTON,MD,20744.0,10709 INDIAN HEAD HWY,------,TWYLA GARRETT,Food Establishments,38.74478,-76.992373
647,HEARTFIELDS ASSISTED LIVING,Health Care Facility,BOWIE,MD,20715.0,7600 LAUREL-BOWIE RD,------,JENNIFER FRANCIS,Food Establishments,38.995176,-76.758602
648,HEARTLAND HEALTH CARE CENTER- ADELPHI,Health Care Facility,HYATTSVILLE,MD,20783.0,1801 METZEROTT RD,------,JOHN BANGURA,Food Establishments,39.003837,-76.977085
649,MANOR CARE HEALTH SERVICES - HYATTSVILLE 4066,Health Care Facility,HYATTSVILLE,MD,20783.0,6500 RIGGS RD,------,JULIE ADAMS,Food Establishments,38.969603,-76.984256
650,HEARTY'S RESTAURANT,Fast Food - Local,LAUREL,MD,20708.0,13322 LAUREL BOWIE RD,------,SHU F ZHENG,Food Establishments,39.074987,-76.848469
651,HEARTY'S II,,WEST HYATTSVILLE,MD,20782.0,3114 QUEENS CHAPEL RD,------,JUN MEI ZHANG,Food Establishments,38.950352,-76.967346
652,HEATHER HILLS ELEMENTARY SCHOOL,Public School,BOWIE,MD,20716.0,12605 HEMING LN,------,MARK FOSSETT,Food Establishments,38.951084,-76.732263
653,HEAVENLY EDIBLES & STUFF,Carry-out,OXON HILL,MD,20745.0,829 SOUTHERN AVE,------,Bertram Brown,Food Establishments,38.829793,-76.990263
654,HELPING HANDS ADULT DAY SERVICES,Health Care Facility,CLINTON,MD,20735.0,7121 OLD ALEXANDRIA FERRY RD,------,MARGARET N Rhames,Food Establishments,38.783758,-76.883251
655,HELPING HANDS ADULT DAY SERVICES OF CAPITOL HEIGHTS,Health Care Facility,CAPITOL HEIGHTS,MD,20743.0,5400 NORFIELD RD,------,MARGARET RHAMES,Food Establishments,38.872406,-76.913913
