Establishment_id,Name,Category,City,State,Zip,Address_line_1,Address_line_2,Owner,Type,Latitude,Longitude
1,301 BP,Gas Station Store,BRANDYWINE,MD,20613.0,14807 CRAIN HWY,------,Robert Phegley,Food Establishments,38.685163,-76.872392
2,A&D BUFFALO,Fast Food - Chain,WEST HYATTSVILLE,MD,20782.0,3500 EAST WEST HWY,FC 9,DOHYUN KIM,Food Establishments,38.966903,-76.958574
3,A-1 LIQUOR AND RESTAURANT,Full Service,LANHAM-SEABROOK,MD,20706.0,7910 MARTIN LUTHER KING JR HWY,------,PARDEEP KAUR,Food Establishments,38.931458,-76.868849
4,ACAPULCO SPIRIT,Restaurant,WEST HYATTSVILLE,MD,20782.0,3100 HAMILTON ST,------,EDGAR SANTIZO,Food Establishments,38.956102,-76.96319
5,ACCOKEEK ACADEMY I,Public School,ACCOKEEK,MD,20607.0,14400 BERRY RD,------,CLARENCE E STUKES,Food Establishments,38.687531,-76.980676
6,ACCOKEEK ACADEMY II,Public School,ACCOKEEK,MD,20607.0,14600 BERRY RD,------,MARK FOSSETT,Food Establishments,38.685156,-76.979803
7,ACCOKEEK EXXON,Gas Station Store,ACCOKEEK,MD,20607.0,15797 LIVINGSTON RD,------,APPIAH THARMARAJAH,Food Establishments,38.670031,-77.010294
8,ACCOKEEK SEAFOOD RESTAURANT,Restaurant,ACCOKEEK,MD,20607.0,15790 LIVINGSTON RD,------,WOODROW WATKINS,Food Establishments,38.669918,-77.009748
10,HISSHO SUSHI @ GIANT FOOD 310,Specialty Store,BOWIE,MD,20715.0,15520 ANNAPOLIS RD,------,DANIEL BEEM,Food Establishments,38.979432,-76.734892
11,AFRICARIB,Carry-out,FORT WASHINGTON,MD,20744.0,946 EAST SWAN CREEK RD,------,JOCELINE Blay,Food Establishments,38.72495,-76.992488
12,AFTER 12 AFRICAN CARRYOUT,Carry-out,LANDOVER,MD,20785.0,7523 LANDOVER RD,------,RUGIATU SESAY,Food Establishments,38.926636,-76.885982
13,AGAMA KITCHEN AND RESTAURANT,Full Service,BLADENSBURG,MD,20710.0,5640 ANNAPOLIS RD,------,NNAMDI NWASINOKE,Food Establishments,38.939463,-76.918268
14,ALADDIN SIZZLER,Carry-out,MOUNT RAINIER,MD,20712.0,3231 RHODE ISLAND AVE,------,MALIK MAHMOOD,Food Establishments,38.935651,-76.96231
15,ALAMO MEXICAN RESTAURANT,Restaurant,RIVERDALE,MD,20737.0,5508 KENILWORTH AVE,------,VIVIAN SHIH,Food Establishments,38.957312,-76.921605
16,THYME CATERING 2,Carry-out,UPPER MARLBORO,MD,20772.0,14735 MAIN ST,------,RANDALL MCNEELY,Food Establishments,38.816495,-76.751282
18,SUBWAY,Fast Food,TEMPLE HILLS,MD,20748.0,7071 ALLENTOWN RD,------,IQBAL HASSAN,Food Establishments,38.793548,-76.92678
19,SARITA'S CHICKEN & RESTAURANT,Full Service,LAUREL,MD,20707.0,15101 BALTIMORE AVE,------,Victoria Bernabe,Food Establishments,39.097284,-76.847369
20,AL'S DELI SUPREME,Carry-out,UPPER MARLBORO,MD,20772.0,14703 MAIN ST,------,NIKOLAOS DOULAVERIS,Food Establishments,38.816332,-76.751782
21,INTERNATIONAL HIGH SCHOOL @ LANGLEY PARK,Public School,BLADENSBURG,MD,20710.0,5150 ANNAPOLIS RD,------,MARK FOSSETT,Food Establishments,38.93955,-76.930795
22,America's Best Pizza & Wings,Fast Food,LANDOVER,MD,20785.0,7519 LANDOVER RD,------,MOHAMMED FARUQUE,Food Establishments,38.926632,-76.886014
23,AMERICAN BUFFALO WINGS & FISH,Carry-out,TEMPLE HILLS,MD,20748.0,7075 ALLENTOWN RD,------,KYUNG KIM,Food Establishments,38.793545,-76.92675
24,AMERICAN LEGION BELTWAY POST 172,Private Club,GLENARDEN,MD,20706.0,7105 CIPRIANO RD,------,Richard Heflin,Food Establishments,38.988207,-76.854091
25,AMERICAN LEGION COLMAR MANOR POST 131,Private Club,BRENTWOOD,MD,20722.0,4103 LAWRENCE ST,------,DANE WEBER,Food Establishments,38.933654,-76.945023
26,AMERICAN LEGION DISNEY BELL POST 66,Private Club,BOWIE,MD,20720.0,9605 OLD LAUREL BOWIE RD,------,BRIAN FRYE,Food Establishments,39.022335,-76.78572
27,AMERICAN LEGION GREENBELT POST 136,Private Club,GREENBELT,MD,20770.0,6900 GREENBELT RD,------,MIKE MOORE,Food Establishments,38.995804,-76.887955
28,AMERICAN LEGION POST 108,Private Club,LANDOVER,MD,20785.0,3608 LEGION DR,------,JOSEPH PRUDEN JR,Food Establishments,38.932869,-76.913926
29,AMERICAN LEGION POST 248,Private Club,TEMPLE HILLS,MD,20748.0,5600 JANICE LN,------,RICHARD KELSHAW IV,Food Establishments,38.812465,-76.951352
30,AMERICAN LEGION POST 259,Private Club,CLINTON,MD,20735.0,9122 PISCATAWAY RD,------,MURRAY HALL,Food Establishments,38.76484,-76.900731
31,AMERICAN LEGION POST 275,Private Club,LANHAM-SEABROOK,MD,20706.0,8201 MARTIN LUTHER KING JR HWY,------,JOHN NIXON,Food Establishments,38.934191,-76.864207
32,AMERICAN LEGION POST 60,Private Club,LAUREL,MD,20707.0,2 MAIN ST,------,SHIRLY LEE LUBY,Food Establishments,39.101586,-76.840287
33,AMERICAN RESCUE WORKERS,Group Home,CAPITOL HEIGHTS,MD,20743.0,716 RITCHIE RD,------,BYRON MARTIN,Food Establishments,38.878272,-76.858227
34,AMERICA'S BEST BISTRO,Fast Food - Local,TEMPLE HILLS,MD,20748.0,4277 BRANCH AVE,------,KABIR PATWARY,Food Establishments,38.833224,-76.941646
35,AMERICA'S BEST WINGS,Fast Food - Chain,LANDOVER,MD,20785.0,7007 MARTIN LUTHER KING JR HWY,------,MOHAMMAD PATWARY,Food Establishments,38.914974,-76.88486
36,AMERICA'S BEST WINGS,Fast Food - Chain,GREENBELT,MD,20770.0,8841 GREENBELT RD,------,KABIR PATWARY,Food Establishments,38.990913,-76.852711
37,AMERICA'S BEST WINGS,Fast Food - Chain,LANHAM,MD,20706.0,9435 ANNAPOLIS RD,------,JOHN YU,Food Establishments,38.965009,-76.843502
38,AMERICA'S BEST WINGS,Fast Food - Chain,UPPER MARLBORO,MD,20774.0,966 LARGO CENTER DR,------,FRED KIM,Food Establishments,38.90145,-76.837717
39,AMERICA'S BEST WING'S,Fast Food - Chain,Camp Springs,MD,20748.0,7126 TEMPLE HILL RD,------,PARVEEN BEGUM,Food Establishments,38.792397,-76.928404
40,AMERICAS BEST WINGS & BURGER,Fast Food - Local,DISTRICT HEIGHTS,MD,20747.0,5422 SILVER HILL RD,------,NASER AHMED,Food Establishments,38.852473,-76.913088
41,CHEF PHILP'S DELI & CAFE,Carry-out,WEST HYATTSVILLE,MD,20782.0,6525 BELCREST RD,------,SON YU,Food Establishments,38.969529,-76.95383
42,AMF MARLOW HEIGHTS LANES,Snack Bar/Concession Stand,TEMPLE HILLS,MD,20748.0,4717 ST BARNABAS RD,------,SHIRLEY PIERPONT,Food Establishments,38.824584,-76.947521
43,ANDREWS RESTAURANT,Restaurant,SUITLAND,MD,20746.0,6407 SUITLAND RD,------,Thomasine Yeung,Food Establishments,38.829488,-76.895252
44,ANGEL'S CARRYOUT,Full Service,LANDOVER,MD,20785.0,6431 LANDOVER RD,------,Luz Canales,Food Establishments,38.931707,-76.902885
45,ANTIOCH BAPTIST CHURCH OF CLINTON,Church/Temple/Mosque,CLINTON,MD,20735.0,9107 PINE VIEW LN,------,JAMES JONES,Food Establishments,38.764547,-76.888348
46,ANTONIOS PIZZA,Carry-out,FORT WASHINGTON,MD,20744.0,742 CADY DR,------,Juan Canlas,Food Establishments,38.75963,-76.996267
47,APPLEBEE'S,Restaurant,DISTRICT HTS,MD,20747.0,3447 DONNELL DR,------,TERRI M CARMAN,Food Establishments,38.844269,-76.884788
48,APPLEBEE'S,Restaurant,BOWIE,MD,20716.0,4100 CRAIN HWY,------,TERRI M CARMAN,Food Establishments,38.946297,-76.718132
49,APPLEBEE'S,Restaurant,SPRINGDALE,MD,20774.0,1000 LARGO CENTER DR,------,TERRI M CARMAN,Food Establishments,38.902716,-76.837558
50,APPLEBEE'S,Full Service,LAUREL,MD,20707.0,13600 BALTIMORE AVE,------,TERRI M CARMAN,Food Establishments,39.076438,-76.868105
51,APPLEBEE'S,Full Service,COLLEGE PARK,MD,20740.0,7242 BALTIMORE AVE,------,TERRI M CARMAN,Food Establishments,38.979286,-76.937981
52,ARBOR RIDGE,Health Care Facility,SILVER SPRING,MD,20904.0,3160 GRACEFIELD RD,------,GARY HIBBS,Food Establishments,39.056043,-76.95081
53,ARBYS,Fast Food,CLINTON,MD,20735.0,8921 WOODYARD RD,------,AWAIS J BUTT,Food Establishments,38.766887,-76.889072
54,ARBY'S 6773,Fast Food,BELTSVILLE,MD,20705.0,10425 BALTIMORE AVE,------,PAUL BROWN,Food Establishments,39.02722,-76.918466
55,ARBYS,Fast Food - Chain,UPPER MARLBORO,MD,20772.0,4800 CRAIN HWY,------,JOHN DASIS,Food Establishments,38.823222,-76.735725
56,ARBYS 7126,Fast Food - Chain,DISTRICT HTS,MD,20747.0,3317 DONNELL DR,------,HALA MODDELMOG,Food Establishments,38.84712,-76.885024
57,ARBYS 272,Fast Food,LAUREL,MD,20707.0,225 GORMAN AVE,------,PAUL BROWN,Food Establishments,39.097914,-76.849253
58,ARBYS,Fast Food,HYATTSVILLE,MD,20783.0,2001 UNIVERSITY BLVD,------,Awais Butt,Food Establishments,38.983604,-76.978658
59,ARDMORE CARRYOUT,Carry-out,LANDOVER,MD,20785.0,8307 ARDWICK-ARDMORE RD,------,George SULLIVAN,Food Establishments,38.942568,-76.869611
60,ARDMORE ELEMENTARY SCHOOL,Public School,LARGO,MD,20774.0,9301 ARDWICK ARDMORE RD,------,MARK FOSSETT,Food Establishments,38.936503,-76.846325
61,AROY THAI RESTAURANT,Full Service,COLLEGE PARK,MD,20740.0,4511 COLLEGE AVE,------,PORNNAPA PONGPORNPROT,Food Establishments,38.981953,-76.937057
62,ASIAN CAFE,Carry-out,UPPER MARLBORO,MD,20772.0,5080 BROWN STATION RD,------,YUN LI,Food Establishments,38.819949,-76.764526
63,YUM CHEN,Carry-out,NEW CARROLLTON,MD,20784.0,6729 ANNAPOLIS RD,------,LIN CHEN,Food Establishments,38.94297,-76.902191
64,ASIAN CARRYOUT,Carry-out,HYATTSVILLE,MD,20783.0,2506 UNIVERSITY BLVD,------,RONG CHEN,Food Establishments,38.984621,-76.966925
65,ASIAN EXPRESS,Carry-out,BOWIE,MD,20716.0,3860 TOWN CENTER BLVD,------,YING LIU,Food Establishments,38.943788,-76.73403
66,ASIAN EXPRESS,Carry-out,CAPITOL HEIGHTS,MD,20743.0,7913 CENTRAL AVE,------,CHONG CHEN,Food Establishments,38.889026,-76.869259
67,RASOI RESTAURANT,Full Service,COLLEGE PARK,MD,20740.0,8601 BALTIMORE AVE,------,DHAYANANDH KUSELAN,Food Establishments,38.995973,-76.931822
68,ASIAN RESTAURANT,Bar/Tavern/Lounge,TEMPLE HILLS,MD,20748.0,3210 BRANCH AVE,------,LIPING LIN,Food Establishments,38.849064,-76.953664
69,ASIAN RESTAURANT,Full Service,RIVERDALE,MD,20737.0,5401 KENILWORTH AVE,------,XIANG ZHANG,Food Establishments,38.95554,-76.922754
70,ASIAN STAR RESTAURANT,Carry-out,FORT WASHINGTON,MD,20744.0,12758 OLD FORT RD,------,Qiaoxing Chen,Food Establishments,38.713083,-76.987842
71,METRO TANDOOR,Fast Food - Local,NEW CARROLLTON,MD,20784.0,8500 ANNAPOLIS RD,E,JORGE PARRA,Food Establishments,38.958385,-76.86834
72,ATLANTA BREAD,,GREENBELT,MD,20770.0,5506 CHERRY WOOD LN,A,JERRY COUVAVAS,Food Establishments,38.998577,-76.91187
73,ATLANTIC SUPERMARKET,Grocery Store- Medium,HYATTSVILLE,MD,20783.0,7901 NEW HAMPSHIRE AVE,------,CHI TRUONG,Food Establishments,38.989341,-76.987575
74,AUTH ROAD SHELL - SUBWAY,Gas Station Store,SUITLAND,MD,20746.0,5120 AUTH RD,------,MAJID HUSSAIN,Food Establishments,38.822329,-76.91902
75,AVALON ELEMENTARY SCHOOL,Public School,FORT WASHINGTON,MD,20744.0,7302 WEBSTER LN,------,MARK FOSSETT,Food Establishments,38.790218,-76.94242
76,AZTECA BAR & GRILL,Full Service,COLLEGE PARK,MD,20740.0,9505 BALTIMORE AVE,------,JAMES BURICK,Food Establishments,39.009268,-76.9291
77,B & G TAVERN,Carry-out,ACCOKEEK,MD,20607.0,14602 LIVINGSTON RD,------,RAJ PATEL,Food Establishments,38.685488,-76.983736
78,B & J CARRYOUT,Carry-out,ACCOKEEK,MD,20607.0,15805 LIVINGSTON RD,------,Carmen Young,Food Establishments,38.670478,-77.01245
80,BABE'S BOYS TAVERN,Bar/Tavern/Lounge,UPPER MARLBORO,MD,20772.0,15903 MARLBORO PIKE,------,PJ WILSON,Food Establishments,38.824173,-76.729859
81,INTERNATIONAL MASONRY INSTITUTE,,BOWIE,MD,20715.0,17101 SCIENCE DR,------,CARYN HALIFAX,Food Establishments,38.964693,-76.706561
82,BADEN GROCERY,Convenience Store,BRANDYWINE,MD,20613.0,16709 BRANDYWINE RD,------,KUN HEWNG KIM,Food Establishments,38.660905,-76.779004
83,BADEN VOLUNTEER FIRE DEPARTMENT,Fire/Community Hall,BRANDYWINE,MD,20613.0,16608 BRANDYWINE RD,------,ROBERT E BOSWELL,Food Establishments,38.660636,-76.778695
84,BAGEL PLACE OF COLLEGE PARK,Fast Food - Local,COLLEGE PARK,MD,20740.0,7423 BALTIMORE AVE,------,DEBORA KARANOVICH,Food Establishments,38.981915,-76.937838
85,BAJA FRESH / FRESHII,,FOREST HEIGHTS,MD,20745.0,186 WATERFRONT ST,------,Sumeet Goel,Food Establishments,38.7836,-77.017101
86,RICO BAKERY,Bakery,HYATTSVILLE,MD,20782.0,3511 HAMILTON ST,------,JORGE ZUASNAEAR,Food Establishments,38.95457,-76.959135
88,BANGKOK GOLDEN THAI RESTAURANT,Restaurant,FORT WASHINGTON,MD,20744.0,9503 LIVINGSTON RD,------,PANUWAT THANARUANG,Food Establishments,38.759148,-76.995386
89,BASIL PIZZA AND SUBS,Carry-out,HYATTSVILLE,MD,20783.0,9113 RIGGS RD,------,Blanca Abarca,Food Establishments,39.004162,-76.971315
90,BEIJING EXPRESS,Fast Food - Local,ACCOKEEK,MD,20607.0,15901 INDIAN HEAD HWY,------,ZHONG FA CHEN,Food Establishments,38.673231,-77.00844
91,BEIJING HUNAN RESTAURANT,Restaurant,OXON HILL,MD,20745.0,6049 OXON HILL RD,------,HUA LIN,Food Establishments,38.80445,-76.979737
92,BEIJING OF GREENBELT,Restaurant,GREENBELT,MD,20770.0,131 CENTERWAY,------,Yijin Chen,Food Establishments,39.001311,-76.875676
93,BEIJING PALACE,Full Service,BLADENSBURG,MD,20710.0,4531 KENILWORTH AVE,------,GUOHENG ZHENG,Food Establishments,38.944907,-76.931628
94,BEIJING CAFE,Carry-out,BOWIE,MD,20716.0,1324 CRAIN HWY,------,FENG LU,Food Establishments,38.907311,-76.718358
95,BELL STATION BP,Gas Station Store,GLENN DALE,MD,20769.0,12300 ANNAPOLIS RD,------,ALONSO GONZALEZ,Food Establishments,38.964579,-76.793523
96,BELTSVILLE EATERY,Carry-out,BELTSVILLE,MD,20705.0,6802 INDUSTRIAL DR,201,Chung Kwun,Food Establishments,39.051504,-76.890011
97,BELTSVILLE SEAFOOD & CRAB,Carry-out,BELTSVILLE,MD,20705.0,11624 BALTIMORE AVE,------,JEONG LEE,Food Establishments,39.04479,-76.902262
98,BELTSVILLE VOLUNTEER FIRE DEPARTMENT,Fire/Community Hall,BELTSVILLE,MD,20705.0,4911 PRINCE GEORGES AVE,------,AL SCHWARTZ,Food Establishments,39.038665,-76.90862
99,BENJAMIN STODDERT MIDDLE SCHOOL,Public School,TEMPLE HILLS,MD,20748.0,2501 OLSON ST,------,MARK FOSSETT,Food Establishments,38.83043,-76.948416
100,BENJAMIN TASKER MIDDLE SCHOOL,Public School,BOWIE,MD,20715.0,4901 COLLINGTON RD,------,MARK FOSSETT,Food Establishments,38.957173,-76.746257
101,BENNETT CATERERS,Catering Only,CLINTON,MD,20735.0,7598 COMMERCE LN,------,Joanne Grigsby,Food Establishments,38.785514,-76.906128
102,LAS COMADRES RESTAURANT,Carry-out,RIVERDALE,MD,20737.0,5803 BALTIMORE AVE,------,CLAUDIA COBIAS,Food Establishments,38.958798,-76.939874
103,BERWYN HEIGHTS ELEMENTARY SCHOOL,Public School,COLLEGE PARK,MD,20740.0,6200 PONTIAC ST,------,MARK FOSSETT,Food Establishments,38.991607,-76.910283
104,BERWYN HEIGHTS TOWN CENTER,Fire/Community Hall,COLLEGE PARK,MD,20740.0,8701 57TH AVE,------,EDWARD MURPHY,Food Establishments,38.99306,-76.91655
105,HARDYS BBQ,Carry-out,BOWIE,MD,20720.0,13600 OLD ANNAPOLIS RD,------,CORRIES HARDY,Food Establishments,38.971618,-76.770753
106,BEST WESTERN CAPITAL BELTWAY,Hotel,LANHAM-SEABROOK,MD,20706.0,5910 PRINCESS GARDEN PKWY,------,SHANKAR PATEL,Food Establishments,38.962047,-76.863608
107,BESTWAY SUPERMARKET,Grocery Store,WEST HYATTSVILLE,MD,20782.0,3511 HAMILTON ST,------,SON SOK KIM,Food Establishments,38.95457,-76.959135
108,BIG DADDY'S BBQ RESTAURANT,Full Service,GLENARDEN,MD,20706.0,9430 ANNAPOLIS RD,A & B,SUPREET MELHI,Food Establishments,38.964981,-76.84268
109,BIG GUYS & COFFEE,,TEMPLE HILLS,MD,20748.0,3801 BRANCH AVE,A1,YEON KWON,Food Establishments,38.838297,-76.945776
110,Big Play Sports Grill,,COLLEGE PARK,MD,20740.0,7313 BALTIMORE AVE,A & B,ALLEN MORRISON,Food Establishments,38.979746,-76.93784
111,TEXAS 202 BARBEQUE OF MARYLAND,Carry-out,BRANDYWINE,MD,20613.0,14123 BRANDYWINE,------,YVONNE FONGE,Food Establishments,38.697084,-76.849071
112,HIP HOP FISH AND CHICKEN,Fast Food - Chain,DISTRICT HTS,MD,20747.0,6100 MARLBORO PIKE,------,HUSAM MUTAWE,Food Establishments,38.856134,-76.902449
113,BLACK TIE Q INC,,CLINTON,MD,20735.0,9004 OLD BRANCH AVE,------,KEVIN DEVINE,Food Establishments,38.766456,-76.898631
114,BLADENSBURG ELEMENTARY SCHOOL,Public School,BLADENSBURG,MD,20710.0,4915 ANNAPOLIS RD,------,MARK FOSSETT,Food Establishments,38.939491,-76.932224
115,BLADENSBURG HIGH SCHOOL,Public School,BLADENSBURG,MD,20710.0,4200 57TH AVE,------,MARK FOSSETT,Food Establishments,38.941945,-76.917293
116,BLADENSBURG VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD INC L,Fire/Community Hall,BLADENSBURG,MD,20710.0,4213 EDMONSTON RD,------,VALERIE CHERRICO,Food Establishments,38.941673,-76.933897
117,BLOWFISH SEAFOOD & SUSHI RESTAURANT,Full Service,BELTSVILLE,MD,20705.0,11436 CHERRY HILL RD,------,YUE ZHI LIN,Food Establishments,39.044455,-76.951447
118,BOB EVANS RESTAURANT 290,Restaurant,BOWIE,MD,20716.0,4308 CRAIN HWY,------,MARCIA SMITH,Food Establishments,38.950289,-76.717764
119,BOBBY MCKEYS DUELING PIANO BAR,Restaurant,OXON HILL,MD,20745.0,172 FLEET ST,------,Robert Hansan,Food Establishments,38.782705,-77.015864
120,BON POLLO,Carry-out,HYATTSVILLE,MD,20783.0,2065 UNIVERSITY BLVD,------,EUN SEONG Song,Food Establishments,38.983579,-76.976207
121,BOND 45,Restaurant,NATIONAL HARBOR,MD,20745.0,149 WATERFRONT ST,------,SHELDON FIREMAN,Food Establishments,38.783863,-77.016901
122,BONEFISH GRILL,Restaurant,BRANDYWINE,MD,20613.0,15910 CRAIN HWY,------,ROY PHILLIPS,Food Establishments,38.675214,-76.875789
123,BONO PIZZA,Full Service,RIVERDALE,MD,20737.0,5709 RIVERDALE RD,------,NAVEED MALIK,Food Establishments,38.959176,-76.918799
124,BOSTON MARKET 705,Fast Food,GREENBELT,MD,20770.0,6228 GREENBELT RD,------,CAROL LLOYD,Food Establishments,38.997558,-76.909271
125,BOSTON MARKET 2791,Fast Food,RIVERDALE,MD,20737.0,6121 KENILWORTH AVE,------,CAROL LLOYD,Food Establishments,38.960861,-76.91976
126,BOWIE HIGH SCHOOL,Public School,BOWIE,MD,20715.0,15200 ANNAPOLIS RD,------,MARK FOSSETT,Food Establishments,38.977205,-76.7429
127,BOWIE STATE UNIVERSITY - THE PUB,College/University,BOWIE,MD,20715.0,14000 JERICHO PARK RD,------,OLIVER POIROT,Food Establishments,39.016385,-76.762928
129,BRADFORD OAKS CENTER,Health Care Facility,CLINTON,MD,20735.0,7520 SURRATTS RD,------,GEORGE HAGER JR,Food Establishments,38.750598,-76.875768
130,BRANCH SEAFOOD & SOULFOOD,Carry-out,TEMPLE HILLS,MD,20748.0,3216 BRANCH AVE,------,JOON HWE KOO,Food Establishments,38.849042,-76.953648
131,BRANCHVILLE VOLUNTEER FIRE COMPANY,Fire/Community Hall,COLLEGE PARK,MD,20740.0,4905 BRANCHVILLE RD,------,FRANK UNDERWOOD,Food Establishments,38.999129,-76.926454
132,CHECKERS,Fast Food - Chain,BRANDYWINE,MD,20613.0,7511 CLYMER DR,------,PHILIP DORSEY,Food Establishments,38.671737,-76.878643
133,BRANDYWINE VOLUNTEER FIRE DEPARTMENT,Fire/Community Hall,BRANDYWINE,MD,20613.0,14201 BRANDYWINE RD,------,KENNETH S ROSE SR,Food Establishments,38.696742,-76.842653
134,BRIDGES OF LARGO,,LARGO,MD,20774.0,1401 MCCORMICK DR,------,TERESA GARDNER-WILLIAMS,Food Establishments,38.908586,-76.84472
135,BROADWAY DELI,Carry-out,GREENBELT,MD,20770.0,7855 WALKER DR,------,JANG PARK,Food Establishments,38.998834,-76.894958
136,BUFFALO WILD WINGS,Restaurant,COLLEGE PARK,MD,20740.0,10240 BALTIMORE AVE,------,JOHN WEILER,Food Establishments,39.022819,-76.924347
137,BUFFALO WILD WINGS,Restaurant,BOWIE,MD,20720.0,10601 MARTIN LUTHER KING JR HWY,------,JOHN WEILER,Food Establishments,38.955817,-76.824499
146,KOF SPORTS CAFE,,BOWIE,MD,20720.0,4869 GLENN DALE RD,------,OMOWUMI AKINTELUM,Food Establishments,38.954455,-76.812884
155,Bugaboo Creek Steakhouse,,LARGO,MD,20774.0,1100 CAPITAL CENTRE BLVD,------,SCOTT BOCEK,Food Establishments,38.904094,-76.845802
156,BYRNE MANOR KNIGHTS OF COLUMBUS,,OXON HILL,MD,20745.0,1501 SOUTHERN AVE,------,REGINALD STEWART SR,Food Establishments,38.836959,-76.981113
160,CALIFORNIA TORTILLA,,LAUREL,MD,20707.0,13600 BALTIMORE AVE,------,PAWAN MALHOTRA,Food Establishments,39.076438,-76.868105
162,Cape Coast Cuisine,Restaurant,BELTSVILLE,MD,20705.0,4939 HARFORD AVE,------,MONICA TAYLOR,Food Establishments,39.036108,-76.907189
169,AMERICAN BUFFALO WINGS,,DISTRICT HTS,MD,20747.0,5728 SILVER HILL RD,------,SONDRA BAE,Food Establishments,38.853699,-76.908979
172,EASTERN PANDA,Carry-out,LANHAM-SEABROOK,MD,20706.0,9442 LANHAM SEVERN RD,------,ZAI FENG ZHU,Food Establishments,38.972962,-76.845487
176,WINGSTOP 424,Fast Food - Chain,CLINTON,MD,20735.0,7706 OLD BRANCH AVE,------,TED MORTON,Food Establishments,38.783833,-76.898269
177,Z-KABOB,Fast Food,LARGO,MD,20774.0,10426 CAMPUS WAY SOUTH,------,AKM UDDIN,Food Establishments,38.895158,-76.822911
179,CORA L RICE ELEMENTARY SCHOOL,Public School,LANDOVER,MD,20785.0,950 NALLEY RD,------,MARK FOSSETT,Food Establishments,38.903519,-76.873778
189,Chesapeake Math & It South @ Berkshire,,DISTRICT HEIGHTS,MD,20747.0,6201 SURREY SQUARE LN,------,CLARENCE STUKES,Food Establishments,38.845927,-76.899733
192,BOBO'S LAKE TROUT,Carry-out,CLINTON,MD,20735.0,9009 STUART LN,------,Omar Farook,Food Establishments,38.766197,-76.885494
193,YIA YIA'S KITCHEN,Restaurant,BELTSVILLE,MD,20705.0,10413 BALTIMORE AVE,------,LOUIS YIALLOUROS,Food Establishments,39.027289,-76.918364
196,SAVE-A-LOT,Grocery Store,TEMPLE HILLS,MD,20748.0,2346 IVERSON ST,------,KENNETH MCGRATH,Food Establishments,38.83437,-76.957699
200,BULLWINGS,Fast Food - Local,CAPITOL HEIGHTS,MD,20743.0,72 RITCHIE RD,------,HYON KIM,Food Establishments,38.888035,-76.861918
201,Brentwood Volunteer Fire Department Inc,Fire/Community Hall,BRENTWOOD,MD,20722.0,3716 RHODE ISLAND AVE,------,WILLIAM BROADUS,Food Establishments,38.938348,-76.957031
202,OLOCUILTA RESTAURANT,Carry-out,BELTSVILLE,MD,20705.0,10401 EWING RD,------,SONIA CASTRO,Food Establishments,39.026992,-76.911917
203,BURGER DELITE,Fast Food,HYATTSVILLE,MD,20781.0,3301 KENILWORTH AVE,------,THEO HACKNEY,Food Establishments,38.930106,-76.93152
204,BURGER KING 1153,Fast Food,OXON HILL,MD,20745.0,6150 OXON HILL RD,------,PAUL FLANDERS,Food Establishments,38.804555,-76.97873
205,BURGER KING 1165,Fast Food,DISTRICT HTS,MD,20747.0,5730 SILVER HILL RD,------,PAUL FLANDERS,Food Establishments,38.853829,-76.908689
206,BURGER KING 1154,Fast Food,COLLEGE PARK,MD,20740.0,8510 BALTIMORE AVE,------,PAUL FLANDERS,Food Establishments,38.995196,-76.932019
207,BURGER KING 1157,Fast Food,HYATTSVILLE,MD,20783.0,2208 UNIVERSITY BLVD,------,PAUL FLANDERS,Food Establishments,38.983952,-76.97381
208,BURGER KING 1166,Fast Food - Chain,ACCOKEEK,MD,20607.0,15785 LIVINGSTON RD,------,PAUL FLANDERS,Food Establishments,38.669727,-77.008465
209,BURGER KING 1162,Fast Food,LANHAM-SEABROOK,MD,20706.0,8903 ANNAPOLIS RD,------,PAUL FLANDERS,Food Establishments,38.961194,-76.863108
210,BURGER KING 1158,Fast Food - Chain,NEW CARROLLTON,MD,20784.0,6505 ANNAPOLIS RD,------,PAUL FLANDERS,Food Establishments,38.939639,-76.906179
211,BURGER KING 1151,Fast Food,BELTSVILLE,MD,20705.0,10625 BALTIMORE AVE,------,PAUL FLANDERS,Food Establishments,39.030097,-76.914263
212,BURGER KING 1156,Fast Food - Chain,TEMPLE HILLS,MD,20748.0,3939 BRANCH AVE,------,PAUL FLANDERS,Food Establishments,38.836284,-76.944222
213,BURGER KING 1160,Fast Food - Chain,BOWIE,MD,20715.0,6980 LAUREL BOWIE RD,------,PAUL FLANDERS,Food Establishments,38.985596,-76.757439
214,BURGER KING 1152,Fast Food,LAUREL,MD,20707.0,14801 BALTIMORE AVE,------,PAUL FLANDERS,Food Establishments,39.09324,-76.855356
215,BURGER KING 1155,Fast Food,BRENTWOOD,MD,20722.0,3933 BLADENSBURG RD,------,PAUL FLANDERS,Food Establishments,38.935932,-76.948619
216,BURGER KING 10792,Fast Food,OXON HILL,MD,20745.0,5141 INDIAN HEAD HWY,------,Louis Henry,Food Establishments,38.81973,-77.000317
217,BUSBOYS AND POETS,Restaurant,HYATTSVILLE,MD,20781.0,5331 BALTIMORE AVE,104,ANAS SHALLAL,Food Establishments,38.954989,-76.940293
218,C & C CATERING,Catering Only,Upper Marlboro,MD,20774.0,575 Commerce DR,N,CYNTHIA GRIFFITH,Food Establishments,38.879886,-76.730367
